ID;EMAIL;NOME;DT_NASC;SEXO;CADASTRO;CIDADE;ESTADO;RECEBE_EMAIL;;;;
372;372@testexp00.com.br;ROSALINA;20/10/1988;F;04/01/2019;MOGI DAS CRUZES;SP;1;;;;
373;373@testexp00.com.br;LUCILENE;20/10/1988;F;04/01/2019;MONTE ALTO;SP;1;;;;
375;375@testexp00.com.br;DILERMANDO;02/11/1988;M;04/01/2019;PASSO FUNDO;RS;1;;;;
376;376@testexp00.com.br;SANDRA;02/11/1988;F;04/01/2019;PASSO FUNDO;RS;1;;;;
377;377@testexp00.com.br;GILBERTO;28/11/1988;M;04/01/2019;DOURADOS;MS;1;;;;
380;380@testexp00.com.br;IVANI;15/12/1988;F;04/01/2019;GARIBALDI;RS;1;;;;
382;382@testexp00.com.br;MARTA;07/05/1958;F;04/01/2019;GARIBALDI;RS;1;;;;
383;383@testexp00.com.br;GEANINE;07/05/1958;F;04/01/2019;LAGES;SC;1;;;;
384;384@testexp00.com.br;LEONARDO;07/05/1958;M;04/01/2019;LAGES;SC;0;;;;
385;385@testexp00.com.br;VALDENES;11/05/1958;M;04/01/2019;ARACAJU;SE;1;;;;
387;387@testexp00.com.br;AUGUSTO;22/05/1958;M;04/01/2019;CANOAS;RS;1;;;;
388;388@testexp00.com.br;AUGUSTO;19/07/1958;F;04/01/2019;SANTO ANDRÉ;SP;1;;;;
391;391@testexp00.com.br;GABRIELA;03/11/2001;F;04/01/2019;ESTRELA;RS;1;;;;
392;392@testexp00.com.br;EDUARDO;24/08/1968;M;04/01/2019;ESTRELA;RS;0;;;;
393;393@testexp00.com.br;CHRISTIAN;29/05/1979;M;04/01/2019;PORTO ALEGRE;RS;1;;;;
395;395@testexp00.com.br;LUCAS;25/06/1979;M;04/01/2019;CANOAS;RS;1;;;;
396;396@testexp00.com.br;FLAVIANE;28/08/1979;F;04/01/2019;CANOAS;RS;0;;;;
397;397@testexp00.com.br;DEBORA;28/08/1979;F;04/01/2019;ITU;SP;1;;;;
400;400@testexp00.com.br;ANTONIO;28/10/1979;M;04/01/2019;NATAL;RN;1;;;;
401;401@testexp00.com.br;RAFAEL;02/11/1979;M;04/01/2019;CALDAS NOVAS;GO;0;;;;
403;403@testexp00.com.br;EDMARA;22/12/1958;F;04/01/2019;CURITIBA;PR;1;;;;
404;404@testexp00.com.br;CAROLINA;15/06/2001;F;04/01/2019;CANOAS;RS;1;;;;
407;407@testexp00.com.br;BETHANIA;14/07/1988;F;04/01/2019;ARACAJU;SE;1;;;;
409;409@testexp00.com.br;JENNIFER;08/10/2001;F;04/01/2019;PORTO ALEGRE;RS;0;;;;
411;411@testexp00.com.br;ANELISE;19/11/2001;F;04/01/2019;CANOAS;RS;1;;;;
413;413@testexp00.com.br;JOSE;02/01/1968;M;04/01/2019;CUIABÁ;MT;0;;;;
415;415@testexp00.com.br;MARIA;06/01/1968;F;04/01/2019;GRAMADO;RS;1;;;;
417;417@testexp00.com.br;RUBENS;01/02/1968;;04/01/2019;BELO HORIZONTE;MG;1;;;;
420;420@testexp00.com.br;LAURA;15/02/1968;F;04/01/2019;SÃO PAULO;SP;1;;;;
423;423@testexp00.com.br;MARIA;28/04/1968;F;04/01/2019;PORTO ALEGRE;RS;0;;;;
428;428@testexp00.com.br;MARCO;29/04/1968;M;04/01/2019;ARARANGUÁ;SC;1;;;;
430;430@testexp00.com.br;MARCO;24/08/1968;M;04/01/2019;BLUMENAU;SC;0;;;;
432;432@testexp00.com.br;SERGIO;28/01/1968;M;04/01/2019;SÃO PAULO;SP;1;;;;
435;435@testexp00.com.br;FERNAND;28/01/1968;M;04/01/2019;GRAMADO;RS;1;;;;
437;437@testexp00.com.br;JULIANA;21/08/1979;F;04/01/2019;NOVO HAMBURGO;RS;0;;;;
439;439@testexp00.com.br;PELAGIO;31/03/1979;M;04/01/2019;GRAMADO;RS;1;;;;
443;443@testexp00.com.br;MARINA;29/07/1979;F;04/01/2019;GRAMADO;RS;1;;;;
445;445@testexp00.com.br;NIDIA;01/01/1958;F;04/01/2019;GRAMADO;RS;1;;;;
450;450@testexp00.com.br;CAIO;26/10/1958;M;04/01/2019;SANTOS;SP;1;;;;
451;451@testexp00.com.br;TANARA;24/08/1968;F;04/01/2019;PORTO ALEGRE;RS;1;;;;
454;454@testexp00.com.br;MANOELA;24/08/1968;F;04/01/2019;GOIÂNIA;GO;1;;;;
456;456@testexp00.com.br;DANIELLY;24/08/1968;F;04/01/2019;SÃO PEDRO DA ALDEIA;RJ;1;;;;
464;464@testexp00.com.br;JULIANA;10/08/1979;F;04/01/2019;PORTO ALEGRE;RS;1;;;;
468;468@testexp00.com.br;DIEGO;13/04/1979;;04/01/2019;GRAMADO;RS;1;;;;
470;470@testexp00.com.br;SELSO;06/01/1958;M;04/01/2019;GRAMADO;RS;0;;;;
471;471@testexp00.com.br;JORGE;06/01/1958;M;04/01/2019;JATAÍ;GO;1;;;;
474;474@testexp00.com.br;GERMINA;31/03/1958;F;04/01/2019;VITÓRIA;ES;0;;;;
475;475@testexp00.com.br;ALBERTO;20/06/1968;M;04/01/2019;SÃO PAULO;SP;0;;;;
479;479@testexp00.com.br;MARYANA;14/04/1958;F;04/01/2019;SÃO PAULO;SP;0;;;;
482;482@testexp00.com.br;FABIO;04/05/1958;M;04/01/2019;CIDADE OCIDENTAL;GO;0;;;;
484;484@testexp00.com.br;MANUELE;04/05/1958;F;04/01/2019;CASCA;RS;1;;;;
486;486@testexp00.com.br;GUILHERME;02/06/1958;M;04/01/2019;PORTO ALEGRE;RS;0;;;;
488;488@testexp00.com.br;TATIANE;02/06/1958;F;04/01/2019;CAXIAS DO SUL;RS;1;;;;
489;489@testexp00.com.br;ELIELSON;02/06/1958;M;04/01/2019;BRASÍLIA;DF;1;;;;
492;492@testexp00.com.br;AMANDA;02/06/1958;F;04/01/2019;TRAMANDAÍ;RS;1;;;;
494;494@testexp00.com.br;GUILHERME;02/06/1958;M;04/01/2019;CRICIÚMA;SC;0;;;;
495;495@testexp00.com.br;JOAO;06/07/1958;M;04/01/2019;PORTO ALEGRE;RS;1;;;;
497;497@testexp00.com.br;GUSTAVO;06/07/1958;;04/01/2019;GRAMADO;RS;1;;;;
498;498@testexp00.com.br;GUILHERME;06/07/1958;M;04/01/2019;FLORIANÓPOLIS;SC;1;;;;
499;499@testexp00.com.br;ARIANE;08/07/1958;F;04/01/2019;FLORIANÓPOLIS;SC;1;;;;
502;502@testexp00.com.br;MATEUS;08/07/1958;M;04/01/2019;CURITIBA;PR;1;;;;
503;503@testexp00.com.br;BRUNA;08/07/1958;F;04/01/2019;CURITIBA;PR;0;;;;
505;505@testexp00.com.br;ABRAHAO;13/07/1958;M;04/01/2019;BRASÍLIA;DF;1;;;;
507;507@testexp00.com.br;DAYSI;27/07/1958;F;04/01/2019;BRASÍLIA;DF;0;;;;
509;509@testexp00.com.br;IVANIR;27/07/1958;M;04/01/2019;CAXIAS DO SUL;RS;1;;;;
510;510@testexp00.com.br;FELIPE;27/07/1958;M;04/01/2019;NOVO HAMBURGO;RS;1;;;;
514;514@testexp00.com.br;RODRIGO;27/07/1958;M;04/01/2019;GARIBALDI;RS;1;;;;
519;519@testexp00.com.br;PADRE;30/07/1958;;04/01/2019;GRAMADO;RS;1;;;;
523;523@testexp00.com.br;ANOS;30/07/1958;;04/01/2019;PATO BRANCO;PR;1;;;;
524;524@testexp00.com.br;MARIO;30/07/1958;M;04/01/2019;PORTO ALEGRE;RS;1;;;;
525;525@testexp00.com.br;SUZANA;13/08/1958;F;04/01/2019;PORTO ALEGRE;RS;1;;;;
527;527@testexp00.com.br;ANDREA;13/08/1958;F;04/01/2019;CAXIAS DO SUL;RS;1;;;;
528;528@testexp00.com.br;ARTUR;13/08/1958;M;04/01/2019;TRIUNFO;RS;1;;;;
529;529@testexp00.com.br;IVONE;13/08/1958;F;04/01/2019;TRIUNFO;RS;0;;;;
533;533@testexp00.com.br;PETER;13/08/1958;M;04/01/2019;ESTRELA;RS;1;;;;
534;534@testexp00.com.br;JOAO;13/08/1958;M;04/01/2019;ARROIO DO MEIO;RS;1;;;;
535;535@testexp00.com.br;BERNADETE;13/08/1958;F;04/01/2019;ARROIO DO MEIO;RS;1;;;;
536;536@testexp00.com.br;ESTER;13/08/1958;F;04/01/2019;LAJEADO;RS;0;;;;
540;540@testexp00.com.br;AIARA;27/08/1958;F;04/01/2019;PIRACICABA;SP;0;;;;
542;542@testexp00.com.br;ANIE;27/08/1958;F;04/01/2019;SALVADOR;BA;0;;;;
544;544@testexp00.com.br;ALESSANDRE;27/08/1958;M;04/01/2019;SÃO PAULO;SP;1;;;;
549;549@testexp00.com.br;ROGERIO;27/08/1958;M;04/01/2019;CAXIAS DO SUL;RS;1;;;;
550;550@testexp00.com.br;MARILIA;27/08/1958;F;04/01/2019;CAXIAS DO SUL;RS;1;;;;
551;551@testexp00.com.br;LUIZA;27/08/1958;F;04/01/2019;CAXIAS DO SUL;RS;1;;;;
558;558@testexp00.com.br;THALES;27/08/1958;M;04/01/2019;CURITIBANOS;SC;1;;;;
560;560@testexp00.com.br;FERNANDA;27/08/1958;F;04/01/2019;SÃO PAULO;SP;1;;;;
567;567@testexp00.com.br;JOSE;03/09/1958;M;04/01/2019;NOVO HAMBURGO;RS;1;;;;
571;571@testexp00.com.br;TAMARA;03/09/1958;F;04/01/2019;GRAMADO;RS;1;;;;
573;573@testexp00.com.br;ALEXANDRE;03/09/1958;M;04/01/2019;PORTO ALEGRE;RS;0;;;;
575;575@testexp00.com.br;CLAUDETE;08/09/1958;F;04/01/2019;PORTO ALEGRE;RS;0;;;;
577;577@testexp00.com.br;SERGIO;08/09/1958;M;04/01/2019;GRAMADO;RS;1;;;;
579;579@testexp00.com.br;HENGELMAN;08/09/1958;F;04/01/2019;PIRATUBA;SC;0;;;;
581;581@testexp00.com.br;ALMIR;08/09/1958;M;04/01/2019;BRASÍLIA;DF;1;;;;
584;584@testexp00.com.br;MARCIA;08/09/1958;F;04/01/2019;BRASÍLIA;DF;1;;;;
590;590@testexp00.com.br;FABIANA;29/09/1958;F;04/01/2019;GRAMADO;RS;1;;;;
595;595@testexp00.com.br;THEO;29/09/1958;M;04/01/2019;NITERÓI;RJ;1;;;;
598;598@testexp00.com.br;MARIA;29/09/1958;F;04/01/2019;GRAMADO;RS;1;;;;
601;601@testexp00.com.br;GISELE;29/09/1958;F;04/01/2019;FLORIANÓPOLIS;SC;1;;;;
603;603@testexp00.com.br;NATALIA;29/09/1958;;04/01/2019;;;1;;;;
604;604@testexp00.com.br;ERICA;29/09/1958;F;04/01/2019;SÃO PAULO;SP;1;;;;
609;609@testexp00.com.br;SUELLEN;30/09/1958;F;04/01/2019;GRAMADO;RS;0;;;;
611;611@testexp00.com.br;LUCIANE;30/09/1958;F;04/01/2019;SANTA CRUZ DO SUL;RS;0;;;;
613;613@testexp00.com.br;NEIVA;30/09/1958;F;04/01/2019;CAXIAS DO SUL;RS;1;;;;
617;617@testexp00.com.br;TALITA;05/10/1958;F;04/01/2019;SANTOS;SP;1;;;;
621;621@testexp00.com.br;LEANDRO;12/10/1958;M;04/01/2019;GRAMADO;RS;1;;;;
623;623@testexp00.com.br;MARIA;12/10/1958;F;04/01/2019;GRAMADO;RS;1;;;;
624;624@testexp00.com.br;ALTEMIR;22/10/1958;M;04/01/2019;GARIBALDI;RS;1;;;;
626;626@testexp00.com.br;MARIA;26/10/1958;F;04/01/2019;CAMPINA GRANDE;PB;1;;;;
634;634@testexp00.com.br;SILVIA;02/11/1958;F;04/01/2019;CURITIBA;PR;1;;;;
636;636@testexp00.com.br;LUIZA;02/11/1958;F;04/01/2019;CURITIBA;PR;0;;;;
639;639@testexp00.com.br;SUELEN;02/11/1958;F;04/01/2019;ITAJAÍ;SC;1;;;;
640;640@testexp00.com.br;JULIANO;02/11/1958;M;04/01/2019;BALNEÁRIO CAMBORIÚ;SC;1;;;;
642;642@testexp00.com.br;EDUARDO;02/11/1958;M;04/01/2019;PORTO ALEGRE;RS;0;;;;
644;644@testexp00.com.br;VERA;02/11/1958;F;04/01/2019;NOVA PETRÓPOLIS;RS;0;;;;
645;645@testexp00.com.br;MARIA;02/11/1958;F;04/01/2019;PORTO ALEGRE;RS;1;;;;
647;647@testexp00.com.br;AMANDA;02/11/1958;F;04/01/2019;MACEIÓ;AL;1;;;;
659;659@testexp00.com.br;SANDRA;13/11/1958;;05/01/2019;;;0;;;;
661;661@testexp00.com.br;SILAS;13/11/1958;;05/01/2019;;;1;;;;
679;679@testexp00.com.br;MARA;17/11/1958;;07/01/2019;;;1;;;;
680;680@testexp00.com.br;SIMONE;17/11/1958;;07/01/2019;;;1;;;;
59271;59271@testexp00.com.br;JOYCE;17/11/1958;;07/01/2019;;;1;;;;
59279;59279@testexp00.com.br;LUCAS;17/11/1958;;08/01/2019;;;0;;;;
59281;59281@testexp00.com.br;MYRTES;17/11/1958;;08/01/2019;PORTO ALEGRE;RS;1;;;;
59283;59283@testexp00.com.br;MANUELA;17/11/1958;F;08/01/2019;RECIFE;PE;1;;;;
59286;59286@testexp00.com.br;ANOS;17/11/1958;;08/01/2019;GRAMADO;RS;1;;;;
59293;59293@testexp00.com.br;NILTON;17/11/1958;M;08/01/2019;CAXIAS DO SUL;RS;1;;;;
59297;59297@testexp00.com.br;EGIDIO;17/11/1958;M;08/01/2019;PORTO ALEGRE;RS;1;;;;
59298;59298@testexp00.com.br;TAIS;01/12/1958;F;08/01/2019;SÃO JOSÉ DOS CAMPOS;SP;1;;;;
59301;59301@testexp00.com.br;LUCAS;01/12/1958;M;08/01/2019;NÃO-ME-TOQUE;RS;1;;;;
59303;59303@testexp00.com.br;GISLAINE;01/12/1958;;08/01/2019;;;1;;;;
59307;59307@testexp00.com.br;FERNANDA;01/12/1958;;08/01/2019;;;1;;;;
59312;59312@testexp00.com.br;TAIS;01/12/1958;;09/01/2019;;;1;;;;
59316;59316@testexp00.com.br;MARIUZE;08/12/1958;;09/01/2019;;;1;;;;
59317;59317@testexp00.com.br;HUGO;08/12/1958;;09/01/2019;;;1;;;;
59319;59319@testexp00.com.br;GUILLERMO;08/12/1958;M;09/01/2019;IVOTI;RS;1;;;;
59321;59321@testexp00.com.br;LEONARDO;29/12/1958;M;09/01/2019;PORTO ALEGRE;RS;1;;;;
59323;59323@testexp00.com.br;MARIA;29/12/1958;F;09/01/2019;MANAUS;AM;1;;;;
59328;59328@testexp00.com.br;GABRIEL;23/08/2001;;09/01/2019;;;1;;;;
59333;59333@testexp00.com.br;MARIELLE;01/09/2001;;09/01/2019;;;1;;;;
59342;59342@testexp00.com.br;SAMUEL;01/09/2001;M;10/01/2019;SERRA;ES;1;;;;
59347;59347@testexp00.com.br;MARIA;01/09/2001;F;10/01/2019;RECIFE;PE;1;;;;
59348;59348@testexp00.com.br;SAMUEL;01/09/2001;M;10/01/2019;SÃO LEOPOLDO;RS;1;;;;
59350;59350@testexp00.com.br;ARMINDO;13/10/2001;M;10/01/2019;SÃO PAULO;SP;1;;;;
59352;59352@testexp00.com.br;CARLOS;21/10/2001;M;10/01/2019;ERECHIM;RS;1;;;;
59354;59354@testexp00.com.br;CARLOS;21/10/2001;M;10/01/2019;ERECHIM;RS;0;;;;
59357;59357@testexp00.com.br;CAROLINA;25/10/2001;;10/01/2019;;;1;;;;
59372;59372@testexp00.com.br;GABRIELA;01/11/2001;;10/01/2019;;;1;;;;
59373;59373@testexp00.com.br;FRANCIELLE;12/11/2001; ;10/01/2019; ;;0;;;;
59375;59375@testexp00.com.br;JORGE;12/11/2001; ;10/01/2019;;;1;;;;
59378;59378@testexp00.com.br;CARLOS;22/11/2001;M;11/01/2019;SÃO PAULO;SP;1;;;;
59380;59380@testexp00.com.br;DELFINO;22/11/2001;F;11/01/2019;CURITIBA;PR;0;;;;
59386;59386@testexp00.com.br;CRISTIANE;22/11/2001;F;11/01/2019;RIO DE JANEIRO;RJ;1;;;;
59388;59388@testexp00.com.br;SOLANGE;26/11/2001;F;11/01/2019;BALNEÁRIO CAMBORIÚ;SC;1;;;;
59395;59395@testexp00.com.br;EDUARDO;01/12/2001;M;11/01/2019;LEME;SP;0;;;;
59397;59397@testexp00.com.br;MARCIA;06/12/2001;F;11/01/2019;PORTO ALEGRE;RS;1;;;;
59399;59399@testexp00.com.br;JULIANA;08/12/2001;F;11/01/2019;LAGES;SC;0;;;;
59403;59403@testexp00.com.br;HOSP;08/12/2001;;11/01/2019;SANTOS;SP;1;;;;
59407;59407@testexp00.com.br;LUCIMAR;08/12/2001;F;11/01/2019;SANTOS;SP;1;;;;
59418;59418@testexp00.com.br;DOUGLAS;10/12/2001;M;11/01/2019;BARRA DO PIRAÍ;RJ;0;;;;
59419;59419@testexp00.com.br;JOSE;23/12/2001;M;11/01/2019;PORTO ALEGRE;RS;1;;;;
59420;59420@testexp00.com.br;EDUARDO;23/12/2001;M;11/01/2019;CAXIAS DO SUL;RS;1;;;;
59422;59422@testexp00.com.br;ATILIO;07/01/1968;M;11/01/2019;GRAMADO;RS;1;;;;
59424;59424@testexp00.com.br;MARIA;18/01/1968;;11/01/2019;GRAMADO;RS;1;;;;
59425;59425@testexp00.com.br;FRONT;18/01/1968;M;11/01/2019;RIO DE JANEIRO;RJ;1;;;;
59430;59430@testexp00.com.br;MILTON;26/01/1968;;11/01/2019;GRAMADO;RS;1;;;;
59436;59436@testexp00.com.br;KAROLINE;31/01/1968;F;11/01/2019;BRASÍLIA;DF;0;;;;
59438;59438@testexp00.com.br;FERNANDO;31/01/1968;M;11/01/2019;RIO DE JANEIRO;RJ;1;;;;
